review_text,rating,sentiment,cleaned_text
"Found these for a really good price.  Bought 2, one for my wife and myself for our Galaxy Note 2 phones.  Hers worked fine but I did have an issue right from the start.  However, luckily it was right from the start because I had almost nothing on it so I reformatted in the Galaxy Note 2 and it has worked fine ever since.  It is recommended not to format it on the computer so I formatted it with the phone.  It works good as for now.",4.0,2,found really good price bought one wife galaxy note phone worked fine did have issue right start however luckily was right start because had almost nothing_on reformatted galaxy note has worked fine ever since recommended not_to format computer formatted phone work good
"this card is great and at 20 bucks its a steal. The card handles high transfer speeds which is good for music, pictures and videos. Do not get any lag or have to wait for card to load up.",5.0,2,this card great buck steal card handle high transfer speed good music picture video not_get lag have wait card load
"With a USB 3.0 card reader, CrystalDiskMark shows blazing fast 47MB/s read but disappointingly slow 13MB/s write speed. So you can pretty much forget about reliable 1080P video recording.Update: It is correct that write speed great than 10MB/s is enough for 1080P recording. I need to clarify that the card is very slow when UHS-1 is not enabled. The read/write speeds drop to 13.3/7.9 MB/s. For devices that are a few years old such as Canon T2i which does not support UHS, 1080P recording may not be reliable. This card is classified as ""class 10,"" it should support sustained write speed of at least 10MB/s without UHS. It fails my test, as observed by other reviewers as well.",2.0,0,usb 3.0 card reader crystaldiskmark show blazing fast 47mbs read disappointingly slow 13mbs write speed can pretty much forget reliable 1080p video recording.update correct write speed great 10mbs enough 1080p recording need clarify card slow uhs1 not_enabled readwrite speed drop 13.37.9 device are year old canon t2i does not_support uhs 1080p recording may not_be reliable this card classified class should support sustained write speed least 10mbs without uhs fails test observed reviewer well
I bought 4 of these for my kids Samsung Galaxy Players.  They perform perfectly and seem to have great transfer rates.,5.0,2,bought kid samsung galaxy player perform perfectly seem have great transfer rate
"This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",3.0,1,this card does exactly should class10 performance fair price microsd format should faster though fact are option nominally higher price including 34extreme34 version same vendor
Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,3.0,1,does job fairly cheap worth had return first one exchange another because first one was defective sandisk really need better quality assurance product second one work perfectly fine use gopro camera
"Decent transfer speeds out of phone..in phone sees around 10-12MB/s down to 5. This card is nothing to write home about however, as it only lasted me 7 months. Now it will not read in my phone or laptop or friend's phone. So now I lost all my files....I recommend you store your vital files in the phone.",3.0,1,decent transfer speed phone phone see around 1012mbs down this card nothing_to write home however lasted month will not_read phone laptop friend phone lost file ... recommend store vital file phone
"As expected, SanDisk delivered again with this card. Very fast transfers and a lot of data to use up. Bought it for a galaxy s 3 and it works great.",5.0,2,expected sandisk delivered this card fast transfer lot data use bought galaxy work great
"If you look through the reviews you will see that this card seems to have both a failure rate and a incompatibility with some devices. I bought this card in November of 2012 and it worked great for a while. The card started failing in my Galaxy Note 2 in the beginning of January. After reformatting and trying the card in other devices it still does not work. Please understand that this is not a user error but appear to be something wrong with the card itself. I have tried the card in 3 different phones. 1 with stock Jelly Bean, 1 with Ice Cream Sandwich, and 1 with a Cyanogenmod custom firmware. All 3 devices have problems and say ""blank sd card"" or ""unsupported filesystem"". Even formatting the card in both Windows and using Android do not seem to fix the issue. I was happy to find such a good price on a large microsd card but sadly it looks like you get what you pay for. It does appear that some people are having luck so it might be worth a gamble of $20 if you are feeling lucky. If you do buy this card it would be wise to double check your backup process to make sure you do not lose pictures or videos if you have this problem. I am glad I used dropbox for my phone so I did not lose any pictures or videos.",1.0,0,look review will see this card seems have failure rate incompatibility device bought this card november 2012 worked great card started failing galaxy note beginning january reformatting trying card device still does not_work please understand this not_a user error appear something wrong card have tried card different phone stock jelly bean ice cream sandwich cyanogenmod custom firmware device have problem say blank card unsupported filesystem even formatting card window using android not_seem fix issue was happy find good price large microsd card sadly look like get pay does appear people are luck might worth gamble are feeling lucky buy this card would wise double check backup process make sure not_lose picture video have this problem glad used dropbox phone did not_lose picture video
"Transfers at about 10MB/s, not super speedy but it allows me to run software from it on my windows tablet.",5.0,2,transfer 10mbs not_super speedy allows run software window tablet
After assuming I was stuck with a number of Micro SD adapters that didn't work I purchased the SanDisk Ultra card and low and behold everything started working. Even my wife's tablet that didn't recognize the SD cards movies started working. Bottom line it just works.,5.0,2,assuming was stuck number micro adapter did not_work purchased sandisk ultra card low behold everything started working even wife tablet did not_recognize card movie started working bottom line work
"This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",3.0,1,this great speed card.more mbsec work perfect android device samsung galaxy sii gti9100 also work perfect using cyanongenmod 10.1.the downside price expensive card.i use music playback like poweramp spotify rdio work flawless
"I have had this for 8 months, and the SD Card already stopped deleting files and keeping pictures.  I have tried reformatting, and nothing helps.  Not cool.Update - April 2, 2014 - I contacted Sandisk and I am sending the problematic card back for warranty replacement.  I hope this will resolve the issue with the card.  I will keep you updated once the process is complete.",1.0,0,have had this month card already stopped deleting file keeping picture have tried reformatting nothing_helps not_cool.update april 2014 contacted sandisk sending problematic card back warranty replacement hope this will resolve issue card will keep updated process complete
"Great value, plenty of storage for both my phone & tablet!  I looked around and this is a really good deal.",5.0,2,great value plenty storage phone tablet looked around this really good deal
The 64gb version does not seem as reliable as the lower gb versions. I have had to reformat this card twice .. a real nuisance. When its working .. it does well.,3.0,1,64gb version does not_seem reliable lower version have had reformat this card twice real nuisance working does well
"This died so fast and I barely used it.  in fact, I did not even put anything on it and it died.  My pad recognized it for a few weeks, but when I went to put stuff on it, it was dead.Complete garbage, stay away.",1.0,0,this died fast barely_used fact did not_even put anything died pad recognized week went put stuff was dead.complete garbage stay away
"memory card failed mysteriously overnight, not sure why, but phone works fine with a different card.here, four more words",1.0,0,memory card failed mysteriously overnight not_sure phone work fine different card.here four word
"I get randomly error messages with my nokia808, ""disk error-"" and the card stops working, its so, so sad.. I bought a cheap 8gb micro sd class 4 that works better than this :(",1.0,0,get randomly error message nokia808 disk error card stop working sad bought cheap 8gb micro class work better this
It works just fine and I'm thinking of getting a 64GB for my tablet later on.  I don't have too much more to say except buy!,5.0,2,work fine thinking getting 64gb tablet later not_have much say except buy
"So far, so good. No complaints, does what it is supposed to do.",4.0,2,far good no_complaints does supposed
the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,3.0,1,micro work great described beware micro adapter are faulty micro will get stuck adapter will have carefully rip apart adapter get micro thus damaging apapter
"Super fast access to my Samsung Galaxy Note II. SanDisk Ultra Micro HC is blazing fast compared to the other microSD cards I have bought including PNY, Sony and more!",5.0,2,super fast access samsung galaxy note sandisk ultra micro blazing fast compared microsd card have bought including pny sony
"I was really excited when this came out I have a Mac Air and a lot of music and film on it so the ability to stick this in my MiniDrive was great, it was that or buy a 128GB MiniDrive Air which is like $30 more that this and I already had a MiniDrive.  Problem is its not very fast, not fast enough, my girlfriend has a new 128GB MiniDrive and it runs way faster than this in my old adapter and new sandisk 128.  Its great though 128gb in this little chip glad its out cause now its just a matter of time before they make it better.Thanks",3.0,1,was really excited this came have mac air lot music film ability stick this minidrive was great was buy 128gb minidrive air like this already had minidrive problem not_very fast not_fast enough girlfriend has new 128gb minidrive run way faster this old adapter new sandisk 128. great though 128gb this little chip glad because matter time before make better.thanks
"Great price for this card. Lots of other places are charging over $40 each!!! SanDisk is a very safe bet. Haven't heard of any forgeries of these card yet like some other companies' cards. 64Gigs give you plenty of room to put LOTS of your music, photos and more on.",5.0,2,great price this card lot place are charging sandisk safe bet have not_heard forgery card yet like company card 64gigs give plenty room put lot music photo
The docs for my Smart Phone said that this card would work in it.  After talking to SanDisk support I was told that a 32GB card was the max for my phone.  So I returned this card for a 32GB.  This card is probably a very good product.  Just the documentation for my phone was bad.,1.0,0,doc smart phone said this card would work talking sandisk support was told 32gb card was max phone returned this card 32gb this card probably good product documentation phone was bad
"I guess I should be happy it failed after only 1 month, because I only lost 1 month's worth of pictures etc.  I bought 3 of these cards for my wife, son and I.  My wife's had a minor glitch, which went away with a reboot.  Mine had a minor glitch this morning, so I expected the reboot to fix it.  No a reboot caused my Motorola Defy XT to tell me the card was blank and needed to be formatted.  My laptop won't even recognize the card when I put the card in it's reader.  After a couple hours of looking for a way to fix it, I have only found that this is very common for this specific card.EDIT: I was very happy with Sandisk after calling them.  They did say there are compatibility issues with CLASS 10 cards and some of the Android phones, and verified my phone is one of them.  They offered free replacement with a card that would be certain not to have the same issue mine just had, and also to attempt recovery of my items from the card.  These are the reasons we buy sandisk in the first place.  They did recommend a Class 4 or lower card to me for this phone.I am leaving this as a 1 star, because people should be aware of compatibility issues this severe.2nd Edit:  As of March 12, this replacement card, that wasn't going to ""be susceptible to the same type of failure"" is losing apps etc.  I am giving this card up.  It has taken my phone and turned it into a device I cannot count on.",1.0,0,guess should happy failed month because lost month worth picture etc bought card wife son wife had minor glitch went away reboot mine had minor glitch this morning expected reboot fix no_a reboot caused motorola defy tell card was blank needed formatted laptop will not_even recognize card put card reader couple hour looking way fix have found this common this specific card.edit was happy sandisk calling did say are compatibility issue class card android phone verified phone one offered free replacement card would certain not_to have same issue mine had also attempt recovery item card are reason buy sandisk first place did recommend class lower card this phone.i leaving this star because people should aware compatibility issue this severe.2nd edit march this replacement card was not_going susceptible same type failure losing apps etc giving this card has taken phone turned device can not count
"trash quality, broke and corrupted my data on two different cards",1.0,0,trash quality broke corrupted data two different card
"SanDisk SDSDQUA-064G-U46A Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card.  Not much to say about this card other then the fact that it is working well.  My research had me believe that this was a good and fast card and I have no complaints using it in my Galaxy Note 3.Using Samsung's 'Kies' files transfer app on my Mac, I've had no problems transferring music, videos, docs, and other files to and from this card.",5.0,2,sandisk sdsdqua064gu46a ultra microsdxc class uhs1 memory card not_much say this card fact working well research had believe this was good fast card have no_complaints using galaxy note 3.using samsungs file transfer app mac have had no_problems transferring music video doc file this card
"Within an hour of using the memory card, it failed and died. it kept saying &#34;Memory error.&#34;I could never get my dashcam camera to record anything. I went to our walmart and got me just MicroSD not Ultra. It has been working all day so far.That's right. There is no way to tell what you are getting online is OEM or knock offs. When the price is too good to be true, it probably is - made and distributed by Mofia. LOL.Although the package arrived on time, I will never buy this product online or from this seller on Amazon. Waste of money.",1.0,0,within hour using memory card failed died kept saying 34memory error.34i could never_get dashcam camera record anything went walmart got microsd not_ultra has been working day far.that right no_way tell are getting online oem knock offs price good true probably made distributed mofia lol.although package arrived time will never_buy this product online this seller amazon waste money
"Do your self a favor and get some memory for that fancy new phone.I have taken countless photos & videos, downloaded several apps andloaded a bunch of music and still have room to spare.",4.0,2,self favor get memory fancy new phone.i have taken countless photo video downloaded several apps andloaded bunch music still have room spare
"I ordered two 32GB and two 64Gb versions of these memory cards (but I can write only one review per Amazon). Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. The second 64GB card's a spare.The Galaxy S3 phone accepted the 64GB MicroSD card with no problems -- except for the fact that my Galaxy S3 only recognizes 59.7GB of the 64GB MicroSD card. I have no idea why it does that and why I lost over 5GB of an empty MicroSD card but I'm okay with that -- I guess. 60GB's is still plenty. The transfers of music, videos, and pictures between the phone's internal 16GB memory and the 64GB MicroSD card is wayyy faster than the old SanDisk 16GB MicroSD card that was in there. The same noticeably faster speeds between my desktop computer and the 64GB MicroSD card were also smile inspiring.As for the SanDisk MicroSD cards -- they work great and seem to operate pretty darn fast. They're definitely faster than the old 16GB SanDisk MicroSD cards I had installed in my camera and cell phone(s).Now -- as for the shipping -- dismal! I ordered two 32GB along with two 64GB MicroSD cards on August 21 during an Amazon Gold Box sale. According to the tracking feature they didn't even transmit the shipping info to the carrier (USPS) until August 31. All four were shipped together. I didn't receive them until September 6 -- a full 16 days after I ordered. A little over two weeks for four tiny items that were indicated on the Amazon page as being -- ""In Stock. Ships from and sold by Amazon.com"" -- at the time of purchase. They also shipped all four tiny MicroSD card packages in a way over-sized box which the USPS couldn't fit into the mailbox so I had to make a cross-town trip to the US Post Office and stand in a very long and slow moving line to pick up the box. They could have all four EASILY fit in one small envelope. Even a small padded envelope. I left packaging feedback on that already.This is the 3rd straight time that Amazon shipping was horrible over the last several months -- and that is why the 2-star rating. This is not the Amazon shipping that I remember.",2.0,0,ordered two 32gb two 64gb version memory card can write one review per amazon two 32gb card went camera cell phone accept 32gb card one 64gb card went samsung galaxy cell phone second 64gb card spare.the galaxy phone accepted 64gb microsd card no_problems except fact galaxy recognizes 59.7gb 64gb microsd card have no_idea does lost 5gb empty microsd card okay guess 60gbs still plenty transfer music video picture between phone internal 16gb memory 64gb microsd card wayyy faster old sandisk 16gb microsd card was same noticeably faster speed between desktop computer 64gb microsd card were also smile inspiring.as sandisk microsd card work great seem operate pretty darn fast are definitely faster old 16gb sandisk microsd card had installed camera cell phones.now shipping dismal ordered two 32gb along two 64gb microsd card august amazon gold box sale according tracking feature did not_even transmit shipping info carrier usps august 31. four were shipped together did not_receive september full day ordered little two week four tiny item were indicated amazon page being stock ship sold amazon.com time purchase also shipped four tiny microsd card package way oversized box usps could not_fit mailbox had make crosstown trip post office stand long slow moving line pick box could have four easily fit one small envelope even small padded envelope left packaging feedback already.this 3rd straight time amazon shipping was horrible last several month 2star rating this not_the amazon shipping remember
06.NOV.2012 - Bought the card.12.JAN.2014 - Card failed.It cannot be formatted or used in any way.It lasted 14 months and most of that time I was not even using it.,1.0,0,06.nov.2012 bought card.12.jan.2014 card failed.it can not formatted used way.it lasted month time was not_even using
I can always count on a good bargain on Amazon. Not only is the price good but their Prime program has saved me big time...,5.0,2,can always count good bargain amazon not_only price good prime program has saved big time ...
"There really isn't much to say about this card other than it's been very reliable and handles HD video from my GoPro Hero 3 very well and without a glitch.I'm not offering any benchmarks or other measurements of speed in comparison to other Class 10 MicroSD cards. All I can tell you is that this card has yet to fail me and I am a longtime video professional who works in a commercial/advertising/marketing environment, so I need things to be reliable for all of my clients.Recording and transferring video from device to computer is a snap and I've had no issues with it since I began using it.",5.0,2,really not_much say this card been reliable handle video gopro hero well without glitch.i not_offering benchmark measurement speed comparison class microsd card can tell this card has yet fail longtime video professional work commercialadvertisingmarketing environment need thing reliable clients.recording transferring video device computer snap have had no_issues since began using
"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",5.0,2,great product great price great quality have purchased far family friends.the thing better this would 128gb model wished laptop came micro slot
Bought this to go with my Samsung Galaxy S III. It is class 10 which means it is fast. Works well.,5.0,2,bought this samsung galaxy iii class mean fast work well
"I do not know if the GS3's have issues with reading cards of this size but I eventually had to remove this card and purchase a Transcend 8GB Class 10 card just to check if it was my phone that was the problem. When I got it I opened the packet, and popped it right in. Recognized, was able to start using, taking shots and video and they immediately saved to the card without the hangup my old class 2 card used to have. After a couple of days I noticed that I would take a shot and the phone would give me an error that it could not save to the SD card. You would have to reboot to fix. When scrolling through the gallery on the SD card it would freeze and the app would crash. I moved what I could, formatted the card but the same thing kept happening.Since installing the new Transcend 8GB card I've had no such issues. Maybe its just MY phone but I think there have been enough complaints from GS3 owners to be a little skeptical about this card on their phones.",3.0,1,not_know gs3s have issue reading card this size eventually had remove this card purchase transcend 8gb class card check was phone was problem got opened packet popped right recognized was able start using taking shot video immediately saved card without hangup old class card used have couple day noticed would take shot phone would give error could not_save card would have reboot fix scrolling gallery card would freeze app would crash moved could formatted card same thing kept happening.since installing new transcend 8gb card have had no_such issue maybe phone think have been enough complaint gs3 owner little skeptical this card phone
"Allows me to store quite a few movies in my razr.  Sandisk is THE brand for memory, all of my USB memory thumb drives are Sandisk..",5.0,2,allows store quite movie razr sandisk brand memory usb memory thumb drive are sandisk
Great storage for the price (&#60; $1 per GB). The only draw-back is that they are rather slow to write to.,4.0,2,great storage price per drawback are rather slow write
I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,3.0,1,have seen purchased lower price was disappointed cost needed pretty quickly knew sandiscs are good card
"Buying two of the 32GB cards is even cheaper than buying one 64GB, too. It's a really is a solid value.",5.0,2,buying two 32gb card even cheaper buying one 64gb really solid value
"32 GB SD Card works well, and the price was reasonable, very happy with purchase so far! Worth a try!",5.0,2,card work well price was reasonable happy purchase far worth try
"This San Disk Micro SDHC is perfect for today's small electronics that need extra storage, such as smartphones, tablets, and cameras, etc. I've purchased several of these and this brand/version, is among the best. While Amazon usually has great prices on these, make sure you check out sales, especially at Radio Shack, which often beat all others. (No, they don't pay me; I just like to pass along info on good deals when I spot them.) FYI: Radio Shack's sale prices on no-contract smartphones are usually tops as well. I bought my Virgin Mobile Samsung S2 from them and am loving this phone!Back to the memory card, it's so nice to have Android products that take these to expand memory, something the ""I"" guys could really take a lesson in. And if you don't think you'll need the expanded memory, trust me, with photo-taking and all the goodies you can get, you'll want it over time.As one person commented, yes, this memory card comes in various sizes, including the 32GB version I also purchased, which is the max compatible with the devices I have, although 64GB is also available for the latest tech. All this is amazing to this old-timer, whose first desktop PC hard drive had only 500MB storage!",5.0,2,this san disk micro sdhc perfect today small electronics need extra storage smartphones tablet camera etc have purchased several this brandversion among best amazon usually has great price make sure check sale especially radio shack often beat others no not_pay like pas along info good deal spot fyi radio shack sale price nocontract smartphones are usually top well bought virgin mobile samsung loving this phone back memory card nice have android product take expand memory something guy could really take lesson not_think will need expanded memory trust phototaking goody can get will want time.as one person commented yes this memory card come various size including 32gb version also purchased max compatible device have although 64gb also available latest tech this amazing this oldtimer whose first desktop hard drive had 500mb storage
"I am very disappointed in this card.  I usually don't have an issue with SanDisk, but this 32GB ultra card died after two months.  Died as in, no longer recognizable by PC / Camera or any device.  Now I have to wrestle with warranty claim.",1.0,0,disappointed this card usually not_have issue sandisk this 32gb ultra card died two month died no_longer recognizable camera device have wrestle warranty claim
"Got it on time, and I haven't had any issues at all. I got if for my Samsung 10.1 note and there is by far plently of space left.",5.0,2,got time have not_had issue got samsung 10.1 note far plently space left
"I like it comes in handy fits good with my Galaxy S5 smartphone, no problem with filing data on a computer.",3.0,1,like come handy fit good galaxy smartphone no_problem filing data computer
"I bought two of the 32 GB Sandisk Ultra microSDHC cards, and both of them were unusable.The first one stopped accepting new data when I had put a bit less than one gig of data onto the card.  I couldn't add more files, and I couldn't reformat the card. If I tried to write a new file onto the card, the write operation seemed as if it worked, but the new data couldn't be read back successfully.  The files already on the card were still readable, though, so basically, the card had become a 1 GB ROM.  Fortunately, there was no sensitive personal information on the card, so I returned it to Amazon.The second one didn't fail the same way, but it was still unusable.  If I transferred a bunch of files and then read them back, most of the transferred files had data errors.  For example, a 3 minute music file might only be able to have it's first minute of music played back, then the bad data would stop the music player.  I ran a write/readback test and confirmed that there were data errors on nearly every block tested.  (I used Flash_Drive_Tester_v114.exe, which is a free download.)I ended up buying the equivalent Transcend productTranscend Information TS32GUSDC10 32GB micro SDHC10 Flash Memory - No Box or Adapterwhich has been performing flawlessly.  I have over half of the capacity in use, and I've never seen any sign of data loss or corruption.  For USB plug in flash drives, I've had good luck with SanDisk products, but my experience with the SanDisk microSDHC cards has been terrible.",1.0,0,bought two sandisk ultra microsdhc card were unusable.the first one stopped accepting new data had put bit less one gig data onto card could not_add file could not_reformat card tried write new file onto card write operation seemed worked new data could not_be read back successfully file already card were still readable though basically card had become rom fortunately was no_sensitive personal information card returned amazon.the second one did not_fail same way was still unusable transferred bunch file read back transferred file had data errors example minute music file might able have first minute music played back bad data would stop music player ran writereadback test confirmed were data errors nearly every block tested used flash drive tester v114.exe free download.i ended buying equivalent transcend producttranscend information ts32gusdc10 32gb micro sdhc10 flash memory no_box adapterwhich has been performing flawlessly have half capacity use have never_seen sign data loss corruption usb plug flash drive have had good luck sandisk product experience sandisk microsdhc card has been terrible
"I bougth this micro SD card after some trubles with other that i got from Kingston, i can tell that SanDisk is other quality, this is the best, my i9300 phone can read a 64GB very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, pictures and other type of files, this is for you.Pros-Very good quality materials of construction-Amazing speedUpdate after one year this memory is damaged I can not delete or put new files on it, I can not format this memory, I tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but I can not move, or delete it, I bought this memory to be used to backup all my data of my android device but now is only a readable memory I can not write data on it any more, I hope sandisk make a better products in the future!!! Total disagree I will buy a Samsung memory card expected a better quality.",1.0,0,bougth this micro card trubles got kingston can tell sandisk quality this best i9300 phone can read 64gb fast dta transfer speed amazing are looking additional storage phone music picture type file this you.prosvery good quality material constructionamazing speedupdate one year this memory damaged can not_delete put new file can not_format this memory tried format phone camera nothing this like 64gb data memory available read can not_move delete bought this memory used backup data android device readable memory can not_write data hope sandisk make better product future total disagree will buy samsung memory card expected better quality
"SanDisk does not disappoint, this is exactly as described, arrived on time and is plenty of storage for all my photos, music playlists, and still leaves room for movies as well.",5.0,2,sandisk does not_disappoint this exactly described arrived time plenty storage photo music playlist still leaf room movie well
"Hard to review this as the card arrived DOA. Couldn't write to it at all, and it wouldn't format. I returned it and Amazon was great about the credit. I've owned several SanDisk memory cards and they have all performed well and I was a little surprised that this one failed out of the box. I'd read a good review of the Samsung 64GB micro card and I bought that instead. Very pleased with it.",2.0,0,hard review this card arrived doa could not_write would not_format returned amazon was great credit have owned several sandisk memory card have performed well was little surprised this one failed box would read good review samsung 64gb micro card bought instead pleased
Buyer beware card unreadable from the get go. Luck for me amazon helped me out. There are many others on here that know how to format to Fat32 threw Window 7 and have had same issues.,1.0,0,buyer beware card unreadable get luck amazon helped are many others know format fat32 threw window have had same issue
I bought this to use I'm my Galaxy note 10.1 tablet. So far so good. Simple put into microsd slot and began storing data on it,4.0,2,bought this use galaxy note 10.1 tablet far good simple put microsd slot began storing data
"This review is for the SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-032G-AFFP-A) that was purchased for me from Amazon.FRUSTRATING in a word. This card was reported by two different Android phones as damaged but my Windows computer recognized it with no issues. If the card had nothing on it or had just been reformatted then the phones recognized it but as soon as data, music or pictures were added then the phones reported the card as damaged. I had this card returned to Amazon after 3 days of sheer frustration.I read another review that suggested the Class 10 cards were not ideal for smart phones. I was already using a Sandisk Class 4 16GB card in another phone and had never had issues so I purchased a Class 4 Sandisk 32GB and it was as smooth as butter. Both phones recognized the card right away and added data, music and pictures seamlessly and quickly. The second card purchased was the SanDisk microSDHC 32GB Flash Memory Card, Black, SDSDQM-032G-B35 (Retail Packaging).In summary this card may work just fine for other devices but based on the sheer number of other reviewers (here on Amazon and elsewhere on the internet) that had similar issues with smartphones I cannot recommend this card for a smartphone.",1.0,0,this review sandisk ultra microsdhc class uhs1 memory card adapter sdsdqu032gaffpa was purchased amazon.frustrating word this card was reported two different android phone damaged window computer recognized no_issues card had nothing_on had been reformatted phone recognized soon data music picture were added phone reported card damaged had this card returned amazon day sheer frustration.i read another review suggested class card were not_ideal smart phone was already using sandisk class 16gb card another phone had never_had issue purchased class sandisk 32gb was smooth butter phone recognized card right away added data music picture seamlessly quickly second card purchased was sandisk microsdhc 32gb flash memory card black sdsdqm032gb35 retail packaging.in summary this card may work fine device based sheer number reviewer amazon elsewhere internet had similar issue smartphones can not recommend this card smartphone
"I ordered the regular packaging after reading the frustration-free packaging is sometimes counterfeit.  Anyway, the 32GB card I received was formatted as FAT32, and it seemed to work just fine in my new Moto G LTE phone running Android 4.4.3.  Moved apps onto the card, put some music on it.  Works great, no complaints.",5.0,2,ordered regular packaging reading frustrationfree packaging sometimes counterfeit anyway 32gb card received was formatted fat32 seemed work fine new moto lte phone running android 4.4.3. moved apps onto card put music work great no_complaints
"This does not appear to work with the Samsung Galaxy S3.  It worked for a few weeks, then my phone started giving me ""Unexpected Unmounted SD Card"" error messages.  After a bit of searching, people seem to agree that the S3 and Sandisk micro SD cards do not work together.",1.0,0,this does not_appear work samsung galaxy worked week phone started giving unexpected unmounted card error message bit searching people seem agree sandisk micro card not_work together
Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.,3.0,1,reason this card replacement card did not_work gopro hero ... therefore could give card instead ... ... have also read many people are same problem brand micro card
"I trusted this company but they only warranty their products about two months. I used the micro SD card in a Go Pro camera for approximately one (filming) hour and the third time I inserted it into the camera it showed;NO SD CARD;. After further investigation the card was determined to be bad. Amazon will not stand behind the card and I am out $50. This is a rare situation with Amazon, they are usually very helpful when a product is no good so this very well could be the SanDisc company behind the short warranty. When you pay this much money and the product doesn't even last two months, it should get NO stars, but then you know I cannot do that!UPDATE~ AMAZON DID REPLACE THIS CARD AFTER I SENT IT BACK TO THEM SO I UPGRADED THIS REVIEW TO THREE STARS",3.0,1,trusted this company warranty product two month used micro card pro camera approximately one filming hour third time inserted camera showedno card investigation card was determined bad amazon will not_stand behind card 50. this rare situation amazon are usually helpful product no_good this well could sandisc company behind short warranty pay this much money product does not_even last two month should get no_stars know can not update amazon did replace this card sent back upgraded this review three star
"im so upset right now it just died , turned on my phone and all my movies pics music all gone. card just died after three months bullcrap.",1.0,0,upset right died turned phone movie pic music gone card died three month bullcrap
The SanDisk Ultras tend to work reliably on all my different cameras and phones which is not always true of some common but less expensive cards. This simplifies ordering but they do cost a bit more.,4.0,2,sandisk ultras tend work reliably different camera phone not_always true common less expensive card this simplifies ordering cost bit
"The GoPro seems a bit finicky about card speeds since the last firmware upgrade I applied. The cards I've been using for quite a long time started causing it to randomly report errors and stop recording. I got a couple of these SanDisk cards and I've got the Hero powered via the USB port so I can fill the cards repeatedly without running out of battery. No errors reported so far, and I've completely filled one card twice and the other three times.I haven't always had the best luck with SanDisk but these are working well so far. Fingers crossed that they last a while, I use the camera to record off-road and &#34;brisk&#34; dual-sport rides.",3.0,1,gopro seems bit finicky card speed since last firmware upgrade applied card have been using quite long time started causing randomly report errors stop recording got couple sandisk card have got hero powered via usb port can fill card repeatedly without running battery no_errors reported far have completely filled one card twice three times.i have not_always had best luck sandisk are working well far finger crossed last use camera record offroad 34brisk34 dualsport ride
"This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",3.0,1,this second sandisk micro have had return due sort error thinking have bad luck hopefully 3rd time charm.during time was working properly seemed quick
Exactly what it looks like. 64 GB micro SD card. reads and writes well. Comes in good packaging with an SD card adapter. SanDisk brings a high quality product and I tend to stick with them over some other cheaper brands.,5.0,2,exactly look like micro card read writes well come good packaging card adapter sandisk brings high quality product tend stick cheaper brand
this does excatly what i bought it for goes in to my phone and is a nice storage comes with a micro sd to sd converter so it was a nice buy,5.0,2,this does excatly bought phone nice storage come micro converter was nice buy
1080p 30fps or 720p 30fps or 24fps using the nokia camera app or regular app doesn't work. well it does but unless you want to see stuttering every 6-7 seconds. it freezes up constantly. very glitchy because its slow. got a 9mbs write 44.9mbs read on mine.,1.0,0,1080p 30fps 720p 30fps 24fps using nokia camera app regular app does not_work well does unless want see stuttering every second freeze constantly glitchy because slow got 9mbs write 44.9mbs read mine
I used it with my Samsung S4 and it works great. I bring a lot of music and movies with me when I travel and it is great that I don't have to bring an entire hard drive or extra memory cards that can be misplaced. Totally worth the money.,5.0,2,used samsung work great bring lot music movie travel great not_have bring entire hard drive extra memory card can misplaced totally worth money
