text,sentiment
"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",1
"Formatted in computer, popped in phone and bingo bango Bob's your uncle. Phone recognized right away and I had music transferred in minutes.",2
"Best memory I have found for consistency and high speed. Ideal for any modern application, especially high definition video recording.",2
"Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",1
"I ran several tests both on my computer, and my phone it wrote at 6MB and read at about 6 to 10 depeneding on its mood. I bought this to replace a generic 32GB class 10 card that I lost (so dang small i droped it and could not find it. that Card actual wrote at 11 to 12MB and read at 20MB. I went with sandisk because my phone came with a class 2 that performs more like a class 6. What a waste of time. Refunded this item",0
This might be my 3rd 32 GB disk that I buy from scanDisk.They work for few months and then NOTHING...My tablet wont detect them anymore... my computer wouldn't either.Quite disappointing.,0
I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,1
I bought this memory card for my Samsung Note 10.1. i amis really happy about it and i am recommending this product & am very pleased about it.,2
The cards have had no reliability issues at their required tasks  so I did not put them under any data transfer time observations,2
"works as well as a SD card can i guess, but its not 64gb its (59.45GB) not like it really is all that big a deal but i just found it strange.",1
"Losing pictures, video, and tunes after 9 months on a Samsung Galaxy Note 2 (stock android).  Looks like this is a common problem.  I will try my luck with Sandisk on Monday.  If I don't get a replacement, I will never buy a Sandisk product again.  I paid the premium for ""Sandisk Quality.""  I am very disappointed.UPDATE:Sandisk will be providing a replacement SD CARD.  However, my data loss and downtime cannot be replaced.  SanDisk lost their ""premium rating"" in my eyes. It's going to take a while for them to get it back.",0
"What else can I say? That it is light and small? Not the fastest card on the market, but does the job. Copying files onto it is slow, but it is fast enough to play music or movies from it on your cellphone or other devices.",2
It works just like it should. It really does work like it should. I bought this thinking it would work and it does!,1
"There is a known issue with a batch of these cards where they can completely die.  This is known defect (affecting a lot of Galaxy S3 and Note users), so if your card dies, either exchange through Amazon or contact SanDisk for a replacement.  Newer cards are supposedly fixed, but you might want to back up your data just in case.  Mine were purchased in November 2012 and both have now failed in separate phones, unreadable by PCs or phones.",1
"The chip worked fine, fit perfectly, but it is SO TINY, if it falls out you are going to have a hard time finding it.If your application is a Tablet, or pad, if it has a &#34;push-in&#34; holder...you will want to put some tape, or other securing agent across the top of the chip and onto the Table sides.  If I had thought of it, clear finger nail polish would have worked just fine, or even a half drop of super glue on the top.I didn't, and it's forever gone now.  I changed from Android to Ipad and very satisfied that I upgraded to Apple.",1
Very fast memory card. Excellent price here on Amazon as well. It still amazes me that this little fingernail sized memory card can hold 1600x more data then the hard drive of my first computer. Highly recommended.,2
"In real-life use--copying compressed files to and from the card--it clocks in at barely over half the advertised speeds: about 16MB/s read and about 7.5MB/s write, as averaged between testing on several SD slots (some USB-connected, some PCIe-connected) on several computers, plus a just-released smartphone. Very unimpressed by the &#34;up to&#34; marketing of SD card vendors and makers.The actual raw size is also about 59.5GB, which I find fascinating for a flash device, which is only ever manufactured with powers-of-two components. (1KB = 1,024B)",0
"When I bought this a year ago, I had problems with it working properly in my Sprint E4GT (Galaxy SII).  The card kept waking up the phone to be read, over and over.  SanDisk acknowledged this problem in &#34;some&#34; android devices and shipped me a new card once I returned this one to them.  The new card still had the same problem, so I gave up.  The card is fast, and I got a good deal on the price, so I am pretty disappointed about it.",1
I got an amazing price and this is an amazing product. 64 gigs is a lot of memory. I don't think I'm ever going to fill it up but it's nice to have it. It has given me no problem so far.,2
The class ten card failed and jamed my phone a KYOCERA RISE : it was replaced with another regular H D 32GB SanDisk card and is working fine. The micro SDHC CARDS are 1/3 less in price than they used to be and are a best buy by far.Your Music PalJoe Mal,0
I am only giving this product 3 stars becuse I purchased this one as a replacement for a SanDisk micro SD card that kept having problems with.  I finally got tired of losing my data and ponied up the $20 odd dollars to just replace the darn thing.,1
Sandisk once again lives upto its name as the pioneer. This SD card fits the need of today high performance apps and has excellent durability and fast transfer speeds.,2
Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,1
"This product sucks.  My phone keeps giving me a ""card removed"" please re-insert or something like that! Only to find out that they do have that problem (32gb sd's and higher micro sd card ultra class 10).  Complained to company and it's taking forever for them to ship me a new one.  Many mistakes happened with my new items and inconvenient.  Better to have just returned it with ""Amazon"" got the money back and bought a different one!!!  Company sucks! you would think Sandisk is a reputable name but "":$)($)(*. I bought 2 cards from them 32g and 64g and both have problems.",1
"I was very excited to buy this card (64 gb) for my Samsung Galaxy Note 2 - The product arrived promptly and I was able to format it to EX Fat and use it right away in my smart phone. However, exactly 10 days later when I removed the card (after turning off the phone) and inserted it in my Desktop, I got an error saying that the card was corrupted and unreadable and that I needed to format it.Since I had already got a lot of data on it, including a lot of videos and images of our new-born twins, formatting was not a viable option.I tried to get the card working on my PC Desktop, Mac Air laptop and the Samsung Galaxy Note, but to no avail.  Finally I decided to format it. There too, I kept getting errors and that the computer was unable to format the card.  Finally I tried ""Full Format"" via my pc - got an error again and then right away ""Quick Format"" and that worked - so the card is back and working in my Note again, but now I wont trust it anymore - not after having lost so many irreplaceable images and videos.I am a professional photographer, and use memory cards all the time - this has been the worst of the lot !!",0
"I bought this as an expanded/backup memory for my tablet (a Samsung Galaxy Tab 3), and it installs easily, works quickly, and even has a great SanDisk memory app that helps me organize my files and see a visual representation of how much memory is taken and how much is free.It came with an adapter so I can plug it into my computer to transfer files if I want to, which is awesome.  Nothing bad to say about this memory card!",2
I have not had any problems with this product and it works as it is supposed to so I would buy again.,1
"I put this NEW sd card in my NEW GS4 for the first time, and now the metal contacts are scratched and it randomly unmounts from the phone!  My older 32GB SanDisk works just fine, so I'm thinking its the thicker paint or something causing this...  I don't know, but its ruined!  It scratched the first day, but I'm just now noticing the unmounts now that I have my music on it, every few songs it will unmount and remount, interupting my music...  I'll never buy another expensive SanDisk.  I'm going to order a different brand, just make sure I can find one without paint on it....  Sucks, I really thought this was going to be a good one!  I love the colors, and its so fast to transfer files to.... too bad its broken.  And I didn't find out about it until after the return date, so i'm screwed.  Oh well.  Never again, I'll give my business to someone else....",0
"Pros:1. ordered it and got free shipping.2. got it in 3 days.3. popped it out of the box.4. popped it in the cellphone!5. Done!Cons:1. doesn't come with a hot pocket.2. Amazon won't marry me.3. took me too long to order the hell was I thinking.4. took too long to get it out of the box 1 second!-------------------------------------------------------------------------------------update:Okay  I have to bring this rating down to 1 star.... My 64gb SD card just crapped out. I'm getting the ""0x80071ac3"" code and i cant format it or copy files to it. I ran scan disk and nothing works... I don't know if i will be buying any more SD cards again from them. luckily i was able to save all my files. I've goggled this problem and this is a common problem with these cards...",0
"If you have a gopro, get a different card, it worked in mine for a while then stopped, turns out the gopro fried it, no fault of gopro but through sandisks error, sandisk will replace it but it can get fried again. I've read up on it and it's a common issue, so if you use this for a gopro, get a samsung or patriot or something else to be on the safe side.",0
"It isn't as fast as the class10 I used before, and the file structure only allows 29.7G free to put data on.  I can see SOME loss, but I'm very displeased with losing over 2G of space!  That's a big waste percentage.",1
This little memory card is quite fast and it gives me a ton of expansion storage on my Galaxy S3. File transfers from the phone's internal storage or over a USB connection to my PC from the card when it it's in my phone are a lot faster than I anticipated. The included adapter for using the microcard in a PC SIM Card Slot doesn't work. I've tried reading the microcard using the full size SIM  adapter in three different PC's and had  no luck at all. I think the adapter is just junk.,1
"64 GB on a micro-SD card ... that itself was amazing to me and Sandisk has perfected the technology.No complains whatsoever, works great in my S4 ... have been clicking photos and videos ever since i put this in.It comes with an adapter, so you can plug it into your computer and download content easilyIts fast, even if it is almost full - unlike other cards i have used where it starts to get slow as disk space runs out ... not on this one, its fast. period.Few other reviews said it gets hot during operation, but honestly i did not notice anything .. not even getting warm.Also note that this is an SDXC card (different from SDHC), so please check if your device is compatible with it before buying it.",2
This is a piece of crap. This is my 3rd card in 3 months. This is ridiculous.Do not buy this crap,0
Works great. My phone is happy. I'm happy because I can put more music and pictures on it.  The price was perfect.,2
I've had this card for about a year and I've been very careful with it and it just broke when I popped it out of sd card slot on my phone but it was very reliable card when it wasn't broken,1
"Gave it 4 stars because I don't know if the problem is the card or the phone.  I have an intermittant problem where the phone stops recognizing it.  But it's fast, and holds a lot.  I would recommend it.Update:  Had intermittant issues with my phone (galaxy s3).  Finally gave up the ghost completely, computer won't recognize it at all.  I don't think I had any important data on it.  I would take it up with SanDisk, as another reviewer indicated that they replaced his over issues in his phone, but my computer can't even recognize it to wipe it so I'm not sending it anywhere.",1
"it's very fast micro sd card i use it for my mobile and gopro camera , sandisk is the best ever",2
"I do not get the advertised speed of 30MB/s, more like a 200-300KB/s on my Galaxy S4. At least it gives me a lot of extra storage space, for a phone it works nicely if you don't need to transfer big files.",1
"I got this card specifically to use for making ClockworkMod/PhilZ recovery backups on my S4. I tried using my 64GB cards, but neither recovery properly supports exFAT file systems. Yes, you can reformat in FAT32 if you really want to, but it's not optimal. Besides, I don't really want to carry 10+ GB of data backups around with me on a daily basis when I could carry music or videos instead. So now I leave this card safely tucked away on my desk and only use it when necessary. Works great!",2
"I purchased this product knowing there might be an issue with the galaxy s4. This card worked for a week or two then began to spontaneously unmount and would mount itself back in. The unmount periods began to become longer than a few hours, days! I tried this card in a galaxy note 2 still with the same result. I attempted to contact Sandisk customer service and utilize the warranty. They know of the problem and began the exchange process then instructed me to wait for a mailing label that never came. I called back and was told that they would re-email it to me. To this day I am still waiting for that email. I have never had this issue with this company but with  ever changing technology, it is what it is, right? I know this card will be good for some device I have. If you own a galaxy phone beware!! I have not attempted to use this in a samsung tablet so on that I cannot review.",0
"This card worked in my Galaxy S3 right off the bat.  I did not need to format it or anything.  After about 2 weeks, I was watching a video on my phone and it locked up.  Then the phone showed that the card was damaged.  Now I am unable to copy anything over 100mb to or from the card.  Viewing photos from the gallery also locks up the phone.  Amazon customer service is great, however.  They sent me a new card.  I will update my review after I am able to use the new one for at least a month without any errors.****UPDATE****After having the second card for a few weeks, it also had the same issues.  Even worse, the card was completely unreadable after it locked up.  The card showed about 5 GB of data being used, but could not be accessed via the phone or in a computer.  Sent this one back and will be going back to my trusty 16GB card.",0
Piece of crap died two months after I bought itI am sure that makes it on me to buy anotherGREAT!,0
"Worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!",0
I returned to order a 11.6 laptop so I could have full operations than having a Notebook. I am sure this is good quality as I have purchased San Disk numerous times.,0
"We ordered two of them, one for me and one for my sun.We use them on our Galaxy 3 phones and have never hada problem.  I never worry about space on my phone now.",2
SanDisk told me I needed to send this to them to format it. It will not recognize in any of my items.,0
"So, essentially you have about 28 - 29 GB, but it seems to be quite a bit for me. I have yet to use even a quarter of that, and I take pictures every week. I had a problem with how it transferred some videos to my computer once, but that my be because I forgot to format it and prepare my tablet for removal of the SC card.It is definitely surprising how small it is! Be careful not to lose it!",2
"We ordered these and used them in my Galaxy Note 2 and my wife's Razr M. After a few months we noticed that they would cause the phone to freeze up. The phones would start showing that it was mounting and unmounting the SD card early on but toward the end they just froze up the phone. Once we trashed the cards, the phones worked fine. We bought a different brand and no trouble since. I don't know why these red & gray ones have issues but stay away from them.",0
"I find this card seems to frequently stop working altogether and have to be reformatted, or simply re-seated. It's hard to know if this is the fault of the device I use it in (a cellphone), or the card itself, so I can't really hold that against it, but all I can say is that's been my experience with this card, and not others.",1
Bought it for my LG L9 Android phone and in the phone it stayed.  Speed is average.  The problem is that it broke within 8 months with all my data in there.,0
Fast transfer speed and got it for a great price. Used in my GoPro Hero 3 BE for many hours of recording and haven't had an issue.,2
Great product for the price.Gave me plenty of space to add videos and music.Works perfectly well with my Galaxy Note Tablet,2
Unless your really stringent on form factor (and negligible speed) always get these with the adapter. Some phones do not transfer data that quickly and the adapter is a life saver. Always have it in my PC when dumping large files. Speed is actually a big improvement over the 32GB card.,1
I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,1
"Wanted a larger faster card for my razr maxx, running on CM11/Android 4.4.  For the price this card was the best option.  My phone had no problem using it in the default exfat partition.  Is much faster than my old card.  No problems with it.  Couldn't be happier.",2
"My pour Note 2 has been working absolutely overtime.  I just love it so much.  So I am downloading a great many pictures, audible books, and of mp3's from Amazon.  With all of these many interest of mine working over time I soon found that the 32 GB microcard was just too small.  So when Amazon had a great sale on the 64 GB ones I purchased it.  My main concerns was would it work in my phone and be fast enough to do so seamlessly.  Well that it was this 64 GB microSDXC Class 10 did.  So whatever SanDisk wants to name it, the bottom line is that it works seamlessly and now I don't get those nasty warnings telling me my memory was almost full.  It is very nice that Samsung realized the need to be able to use such larger memory cards, and the Note 2 allows this size card use without any issues at all.",2
"Maybe there is nothing that can be done and it is just the way the technology is at this time, but to me it seems that the 64GB SD cards have very limited uses at this time because they are formatted in whats called ""exFAT32"" instead of the standard FAT32 to get 64GB from a 32GB card.  After receiving my card and inserting it into my new android tablet with, Jelly Bean, it was recognized and it did show I had 59GB available.  I then removed the card from the tablet and inserted it into my computers, a Win7 and a Vista, and tried to transfer files, photos and videos from my laptop to the card they WOULD NOT TRANSFER!  After some research on the internet it appeared that the card had to be reformatted from the new ""exFAT32"" to the standard FAT32.  All my files were created in Win XP and Win Vista - FAT32.  I also have a Win7 machine I recently purchased and can easily move all types of files between all the machines and memory cards and flash drives but could not transfer any files to this card from any computer as long as the card was formatted in exFAT32.  I had read on the internet about reformatting  the cards and it working.  My Win7 machine does not even have the option to format to standard FAT32, it only has NSTF and exFAT32.  My older computers have the older FAT32 format option and it took my Vista computer with a Dual Core processor 1  hours to reformat the card to FAT32.  After reformatting I was able to easily transfer my files, photos, and videos on my XP and Vista computers BUT not the Win7 computer.  The card works in my tablet and I am able to access and use all the files I transferred to the card in FAT32 with my Vista computer on the tablet.  BUT after reformatting it now the card only has 27GB of space available, so it was essentially reformatted the 64GB card into a 32GB card.  I will keep the card because I have a lot of work into it reformatting and transferring files and hopefully in the future I can reformat it again back to exFAT32 if and when exFAT32 catches on and an OS is made that can seamlessly use files created in both FAT32 and exFAT32.  This seems to be a good card that works well in certain situations but my advice do your research on what you have and how you will use the card because this is not simply a big GB card that can be used for everything in every device, unless ALL your files, photos, and videos are in, or will be created with, exFAT32 there are some real draw backs to this card and you might be better off just buying multiple lower GB cards if you really need this much storage space in a Micro SD card.  Or perhaps cards you already own can be reformatted into exFAT32 and double the capacity if your computer has the exFAT32 reformat option.  I have not tried it but based on my experience the last few days it seems like it would work if exFAT32 works for you. I gave 3 stars because it does work, but I feel Sandisk not fully explaining how they are getting 64GB out of this card and the possible problems a consumer might have with it is misleading advertising.",1
"Seems like a good value, but as yet i've not gotten to actually use mine;I bought it for a Contour+ camera without realizing that was apparently known to be incompatible. Found that out afterward on Contour's forum. The device itself will support microSD up to 64GB but there is something about Sandisk Ultras that doesn't play nicely. Unclear what, exactlySo I'm sure it's great, but you might want to check around to make sure your device will support the thing.",1
It writes according to SanDisk app test only with the speed of 16mb/second. I have expected a little more than that.,1
This memory card works well will my GoPro. It records the video without any stuttering and sputtering. I recommend this and will buy more.,2
The read and write speeds are better than the Samsung SD card that I had previously. I would not hesitate to buy another one of these great Micro SD cards from SanDisk. I also own their Clip plus MP3 player and it works very well. I think I'm becoming a fan of the SanDisk products.,2
I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,1
"A good size and good price for a small camera or phone that takes micro SD memory; this is fast but not hyped as AIIIIGH-SUPER-SPEEDY because it doesn't need to be; it's good for all the standard usages of your average consumer (photos, ringtones, games, lightweight video, etc).",2
"Bought this to expand my storage space on both my Galaxy S4 and a Surface tablet with Windows RT. Performed very well on both, transferring small files can take a while but I have no problems recording video in HD with my phone. Totally recommend it, and it's the largest card both of this devices will take.",2
I got this for my Samsung Galaxy S3 when it was on sale. My fairly new internal card reader wasn't able to write to it so I tried 2 different USB adapters and they didn't work either. I installed it in my phone and was able to copy files via USB. It was slow but it worked and is great in the phone.,2
"This card advertises itself as UHS1 but it's actually UHS50.This means that it will not go up to SDR104 speeds/throughput.Not necessary bad, just false advertising.",1
"It's a memory card. You take pics, the card stores them. If this is too complex a concept, ask someone for help...",1
"Well, it does work and glad that it is not fake as you would get if you bought from other online stores at $50 a piece. But their max transfer speed is only at 18mb/s not 30 as advertised and I have a very decent desktop with usb3 connector.",1
I used it in my Droid Razr Maxx HD and it kept unmounting itself.  Then it became unresponsive and all my data was lost.  Now it isn't recognized by my phone or my laptop.  Dead in the water.,0
The card was good.  Haven't had a problem with it yet.  Good price.  Fit the product I bought it for.,1
Great card but have had some issues with my GoPro 3 with this one. Maybe a firmware update will help my situation.,1
"I use this for my R4 SDHC Dual Core for my 3DS XL. It holds about 30 movies currently, and it also holds a number of different emulators plus games, plus It holds about 150 NDS games on it as well, and I STILL HAVE 5gb of storage left for extra stuff. Simply incredible how they are able to offer that much storage in such a little package. Thank you sandisk for being the foremost leader in Memory technology. My hat goes off to you. And they do it all at an affordable price.",2
"when it did work it worked well, one day it just died 3 months after I bought it. I know these thinks happen with any memory card, it happened to me on another card I had, but that is another story. luckily sandisk has decent customer service, and will send me a new card, they were actually easy to work with, I contacted them through email, hopefully all goes well that ends well",1
"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",0
"I was very excited to add this memory card to my G2 and finally not have to worry about used up memory anymore. This was short lived however as maybe a few months had passed when the memory card refused to write anymore data. I tried formatting it (never could wipe it), using it in a thumb drive reader kwpould not delete data), all to no avail. Luckily the data I had on it was still salvageable.",0
Sandisk has the name but in my experience the quality and speed is not there. My lexar lasted longer and outperformed this chip.,0
How cool it is to be able to put ALL of my music on my phone! The little card works just fine and the price is reasonalble,2
Worked fine in my Samsung S4 for one year.  Then it stopped allowing writing to the card.  Would not format even on a PC or with another device.  The data is still there but cannot be erased.,0
"This card was used in a phone without a large amount of write stress (which does shorten the life of the card - it was not written to over and over in the phone).The card is now totally unwriteable - on a Mac, a Linux machine, or the phone - writes all ""seem"" to succeed but even low-level reformats don't actually *do* anything - the exact same files are there after every change, untouchable and frozen forever.10 months of use out of a memory card and then a really weird failure like this (neither the Mac, Linux machine, or phone reports any error) is not acceptable quality from SanDisk.",0
San Disk makes good cards however i thing the price is somewhat high.So I got the 32GB for half the price so i will have to download my pictures twice a month instead of once a month,1
Worked once I was able to find a system to format it.Second card from SanDisk that was sent to me unformatted.They need to get their act together...,0
"This is a great speed card.More than 20 MB/sec. Works perfect on my Android device Samsung Galaxy SII (GT-I9100). Also works perfect using CyanongenMod 10.1.The only downside: the price. Is an expensive card.I use it for music playback, like PowerAmp, Spotify and Rdio. Works flawless.",1
"Bought this card to use with my Samsung Galaxy Tab2 7in tablet, based on others who have reported getting it to work in their Galaxy Tab 2.Bottom line, you gotta reformat this card as FAT32 with 32kb sectors to work in the Galaxy Tab 2, and that requires jumping thru some hoops as Win6/Vista does not even offer the choice to format as FAT32, only as NTFS or exFAT, neither of which will work with the Galaxy Tab 2 (Android v4.04)  You have to use 3rd party software to accomplish this.  A FREE solution is the EaseUS Partition Master free software you can download from cnet or direct from EaseUS.  I had a commercial package already installed (Acronis DiskDirector) that I used.Once fomatted as FAT32 with 32kb sectors, the card is recognized AND all the space is seen and useable.Highly recommended if you need the space.  I would assume that this would also make LARGER microSDXC cards work as wellJohn",2
"I had this for my smart phone and it kept dismounting itself.  I did some research and found out that there are others experiencing the same problem.  So, I returned this and got Transcend instead.  Transcend works fine with no problem.",0
"I bought this card for increased storage on my Galaxy S3. I had zero issues using it this way. If you're contemplating doing the same, ignore the theoretical limits you're reading about. The 64 GB card works fine on Galaxy S3and the entirety of the card is recognized, not just the first 32 GB.",2
Used it in my Galaxy Note 2 for the past 16 months. All the sudden it is no longer writable. I tried many ways to reformat the card. Even Windows says format successful but all files remain after I remove and re-insert the card. Since I have private files in the card I'm not able to delete. I do not want to sent it back to SanDisk for replacement.,0
Not much else to say - an SD card is an SD card - performance met expectations - have had good luck with Sandisk,2
"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",1
"I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",1
"First, it kept unmounting on the Galaxy Note 10.1I got it replaced.I used the replacement on my Galaxy S4 and it heats up my phone when charging. IT GETS VERY HOT. GS4 does not get hot with other sd cards. awaiting my second replacement.",0
I bought this for my new Samsung G5. I installed it and the card was immediately recognized. It should be big enough for lots of music and videos.,2
"Got this for Galaxy Note 2. Started receiving ""unexpectedly removed"" messages. Now card is dead and no longer working.  This can be Googled for known issues. Will be contacting Amazon for replacement.  Felt compelled to share.",0
"This is a great card. The FPS with this card were incredible. I ended up needing more memory, so I bought the SanDisk 64 GB card.",1
Anybody getting this 64 GB card be aware that this card before use  needs to be formatted. The problem is that computers only format 32 GB or less ( I got only 28 GB formatted)  of the card. SanDisk don't tell that to nobody. So what's the use to buy such expensive card when you can only use 32 GB instead of the 64. You can Google it and discover that other people had the same problem. I wish i knew.I bought it to put it on my Galaxy Note 2 android phone. I think they shouldn't even sell the 64 GB or at least informed the people. I heard that there are applications that could make it work but when i buy something I expect that to work without the need of hassling around since i'm not a geek.,1
As advertised. Good write and read speeds and works well with new Microsoft surface. Only complaint is there was a significant price drop after I purchased this card. But that's not amazons fault nor the product.,2
"This was purchased on a special and the price was right!  It works great, plenty of storage space, and the great price sealed the deal!",2
"I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",0
"It's a little more than SanDisk's slow 16GB microSDHC, but cheaper than some other brands, and it works.Writes are a bit slow when the card fills up, but that's endemic to all SD cards, and it's not as bad as some other cards.",2
"I have a Samsung Note2, I love being able to record video and taking pictures without worrying about not having enough room, now I do!",2
"incredible speed, phone recognized it within moments. I was able to transfer all my books music videos and everything onto my phone and have room to spare without having to worry about a fully consumed memory card. arrived a day earlier than I even assumed.pros:incredible speed.Class 10exactly as orderedtons of storage!cons:I'll be serious, nothing wrong at all here.",2
seems to work good in my gopro  have only had it a few days and if i have problems with it in coming months i will update this.. for not.. it works...,1
"This card no longer is readable by three different phones after only six months of very light usage (very few pictures had been saved to the card), where it was never taken in or out of the phone before it showed signs of dying (thus the death was not caused by excessive handling of the card).",0
Great price and reliable. I got 3 for my various devices and haven't had any issues with them at all. My phone and music player now have an awesome amount of space.,2
"It took 6 days for me to get 2 of these cards when I made the order early in the morning-normally that'll get my product to me the next evening. Not SIX DAYS LATER!Be warned, this was the slowest shipping I've had for my Paid Prime Account since I started. If you need these cards quickly, buy from a different seller.",0
"Not bad, I doesnt feel any quicker than a normal 32GB card.  And you only get 27GB of storage. 20",1
It work great in my Asus Tablet for 3 months then it just completely died. It was not recognized by any of my devices. It had just died.I have RMA'd it to Sandisk. The prcess was painless and my replacement should arrive within a few days. They emailed me a return label thru UPS and sent it off last week.When it worked the performance was great and access times were very fast. No lag in reading and writing data.If you get this just make sure you have a back up of your data incase of failure. Had my Tablet synced to my cloud service so I did not lose anything. I have purchased other Sandisk items and have never had a issue.,1
"I have been waiting for these microSDs to not only reach 64GB capacity, but at an affordable price.  Found it!  The package arrived early, worked as advertised, so I am a happy customer.",2
"However, SanDisk replaced it and didn't charge for shipping.  So I guess I'll wait and see how long this one lasts.",1
"Worked great in my galaxy s4--until it didn't work at all for some unknown reason. Used it for about 4 months before it crapped out. BACK UP YOUR DATA WITH ALL THESE THINGS, THOUGH....",1
"I used this for a few months in my phone, then it decided to quit mounting. I lost some pictures of pets who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering its contents. The new one's worked fine, but failing after 3 months in inexcusable.",0
"Yeah. Ultra Hot. I could not get any of my devices to recognize this card. When I finally was, using a USD reader, I tried to format it. It wouldn't format and burned my fingers when I removed it. Others have also posted this. Maybe they are not all bad, but many are. Perhaps they are counterfeit, I don't know. But the hassle of having to return it isn't worth the $10 you may save.",0
"Used in my phone it's plenty fast and works just like it should. Unexpectedly comes with mini and full SD card size adapters, which is nice. &#34;Fool-proof&#34; packaging or whatever it was, that was laughable. Packaging was decent it just shouldn't have bragged about being impossible to mess up when I messed it up.",2
Slow and expensive- better options out there,1
"This is the second SanDisk micro SD that I've had to return due to some sort of error.  I am thinking I just have bad luck and hopefully 3rd time is the charm.During the time it was working properly, it seemed to be quick.",1
"I haven't figured out yet if I'm a dummy or if I have a defective card.  I don't know if the card is bad since I can't even get the card to stay in my Samsung Galaxy S4.8.  The little card will go in (the larger one won't) but it won't stay in.  If I put pressure on it the Samsung says .. preparing SD card but as soon as I release pressure the Samsung says .... card removed.This card came from a source outside of Amazon and took way to long to get here.  It arrived in a white envelope with NO instructions.  I'm very upset about this purchase as I've never had a problem before with either SanDisk or Amazon.  I'll try to find someone with more experience than me to give this a try before I return it.  I would have expected this to come in a package from SanDisk, like other SanDisk products I've bought in big box stores or from Amazon but it did not.",0
I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,2
"I bought this for a Galaxy Note 8.0, and while it functions properly, it is completely useless for my tablet. I can't put movies or books on it, because they are streamed from Google Play, and i can't put apps on it because that is not allowed. Why do they put a $&@?!$@& micro sd slot on a tablet that can't use it for anything but backups- backups i might add that are already in the cloud. Amazon did a great job delivering it, which was a bright spot in the realization that i spent 25 dollars on a chip that is going to do a better job cleaning the dirt out of my grout than helping the memory on my tablet.",1
"Used for a digital camera card.Read speeds tested acceptable on a laptop using the adapter (11mb/s)WRITE speeds were atrocious reading 1mb/s to 512kb/s.The write speeds are not good for a card that needs to write files such as pictures or hd video.I have taken a few photos and tested the video, Perhaps the camera is capable of using this card at a better rated speed than the laptop and adapter",1
"Lasted about 8 months of daily use in my Android phone. But yesterday it stopped performing writes and then failed altogether. While it was working, reads were incredibly fast and writes were pretty good as well.",1
"Got this for use with the Dell Venue 32GB.  With a smaller hard drive space, it was critical for all downloads, videos, photos, etc to be on the microSD.  Speed is more than adequate.  Great deal for $20",2
Fast card with the highest capacity you can currently buy in a microSD format. It's probably the fastest microSD of this size also.,2
"Needed more storage space for photos and videos on my phone and this fit the bill, nice and fast and now I have 40 gig free on my phone.",2
"It may be that the internal SD slot of the 2012 Mac Book Air is not too fast perhaps?  I am very disappointed that I can only achieve 4-9 MB/s of write/read speed.  Makes me remember speeds of 5 years ago.  Again, this may be the computer's fault, but I am not too happy...",1
Bought this for a Samsung note 2014 ed. This will give me plenty of data storage as I will be using the note to some quick picture editing,2
Some reason this card (and a replacement card) did not work with my GoPro Hero 3+.....therefore I could only give the card a 3* instead of a 5......ive also read that many people are having the same problem with ALL brands of micro SD 64 gb cards.,1
"Ive had the card for over a month, using it in my Samsung Galaxy Note 10.1.I filled the card with a few TV shows and movies to watch on the go, as well as many PDFs and MS Word Docs.The MS Word and PDF files often get corrupted after use. THe larger files seem to stay intact. I moved the smaller files into the internal storage and havent had problem since.Im hoping Sandisk has a decent return policy.",0
"I purchased this Micro SD card to add storage to my Acer tablet. Unfortunately the tablet did not recognize the device. After uninstalling the card several times I decided to use it in my Samsung phone and it works fine there.If you are going to buy this product for a tablet, I recommend you do you research and make sure it's compatible.",1
